ID da variável,Nome,Data,Valor,fonte,observacao
3668,Existem programas no município específicos para uso de materiais sustentáveis na escola?
3695,"Crianças e adolescentes de 4 a 17 anos que não conseguiam de modo algum ou tinham grande dificuldade para enxergar, ouvir, caminhar ou subir degraus, ou ainda possuíam alguma deficiência mental/intelectual permanente que limitavam suas atividades habituais que frequentam a escola"
3676,Número de matrículas de crianças de 0 a 3 anos na rede pública
3871,Total de alunos com idade superior ao ano respectivo (B) - ensino fundamental - anos anos iniciais - rede pública
3674,Percentual de docentes por nível de Esforço Docente no Ensino Médio na rede pública (Sobrecarga do professor)
3829,"Percentual de escolas que desenvolvem ações pedagógicas que concretizem uma pedagogia baseada em valores duradouros como novas formas de cooperação, solidariedade e que possibilitem articulações de espaços e tempos educativos nos territórios e nas cidades como um todo, tais como: saída a campo; estudo do meio, aula na praça, visitas a museus, campeonatos intermunicipais, excursões em trilhas ecológicas, outras"
3689,Número de escola que aderiram ao PDDE/Escolas Sustentáveis
3688,"O município incorpora a educação ambiental e sustentabilidade, de forma transversal, nos parâmetros curriculares?"
3658,Número de escolas da rede pública de ensino para os anos finais do ensino fundamental que atendem todos os parâmetros de infraestrutura do CAQi
3736,Total de escolas da rede municipal
3872,Matrícula Atual (A) - ensino fundamental - anos anos finais - rede pública
3856,APR – Número de matrículas aprovadas - ensino fundamental - anos finais - rede pública
3677,Número de matrículas de crianças de 4 e 5 anos na rede pública
3714,"Número de escolas que desenvolvem ações pedagógicas que concretizem uma pedagogia baseada em valores duradouros como novas formas de cooperação, solidariedade e que possibilitem articulações de espaços e tempos educativos nos territórios e nas cidades como um todo, tais como: saída a campo; estudo do meio, aula na praça, visitas a museus, campeonatos intermunicipais, excursões em trilhas ecológicas, outras"
3681,População com 15 anos ou mais de idade que não concluiu os anos iniciais do ensino fundamental
3691,O município possui programas e projetos que implementam as leis 10.639 e 11.645?
3851,REP - Número de matrículas reprovadas - ensino fundamental - anos iniciais - rede pública
3654,Número de alunos da rede municipal que receberam material didático
3724,Número total de escolas da rede municipal de ensino para os anos iniciais do ensino fundamental
3869,Total de alunos com idade superior ao ano respectivo (B) - no ensino médio - rede pública
3717,Apoio técnico e financeiro para ações da AEE em nenhum ou até 5 itens (somar os itens selecionados)
3712,"Há projetos em parceria com outros setores da política pública desenvolvidos no município voltados para a educação, sustentabilidade e qualidade de vida? Descreva."
3678,Número de matrículas de crianças de 6 a 14 anos na rede pública
3661,Avaliação nacional de alfabetização (ANA) - Leitura - Ensino Fundamental - Anos Iniciais
3652,Número de escolas de ensino fundamental da rede municipal com acesso à internet com velocidade acima de 20Mbps
3711,Descrever como as ações transversais de educação ambiental e sustentabilidade ocorrem nas escolas a partir dos parâmetros curriculares do município
3733,"Total de jovens e adultos da educação básica de alunos de 4 a 17 anos de idade com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação"
3704,Escolas de período integral que oferecem no mínimo três refeições diárias por aluno na educação integral
3721,Número total de crianças de 6 a 14 anos no município
3682,Existe no município incentivo e subsídio da secretaria de educação para políticas de gestão democrática na escola?
3870,Matrícula Atual (A) - ensino fundamental - anos anos iniciais - rede pública
3675,"Número de escolas de Educação Infantil, na rede pública de ensino, que respeitam as orientações do MEC quanto à proporção professor/aluno por idade"
3731,Número total de matrículas de alunos da rede municipal
3708,O município desenvolveu e compos o plano de formação continuada para a equipe escolar tematizando as práticas pedagógicas em relação às situações de aprendizagem?
3687,Número total de crianças de 0 a 3 anos no município
3662,Avaliação nacional de alfabetização (ANA) - Escrita (prova discursiva) - Ensino Fundamental - Anos Iniciais
49,População com 15 anos ou mais
3679,Número de matrículas da população de 15 a 17 anos na rede pública
3699,Houve participação social na elaboração da política de educação integral?
3710,"Número de docentes da rede municipal com vínculo concursado, efetivo ou estável"
3725,Número total de escolas da rede pública de ensino para os anos finais do ensino fundamental
3666,O município aderiu ao PNAIC?
3727,Número total de escolas de ensino fundamental da rede municipal
3868,Matrícula Atual (A) - no ensino médio - rede pública
3722,Número total de docentes da rede municipal
3697,Número de escolas da rede municipal que possuem adequação arquitetônica para acessibilidade
3701,Escolas da educação básica que ofertam ao menos uma matrícula em tempo integral
3683,Houve participação dos profissionais de educação na elaboração do PME?
3864,ABA – Número de matrículas que Deixaram de frequentar - ensino médio - rede pública
3707,"O piso salarial dos professores do município em jornada de 40 horas atende à legislação (lei nº 11.738, de 16/7/2008)?"
3665,Prova Brasil - anos finais - Matemática
3685,Número de escolas com coleta regular de residuos solidos de acordo com a política nacional de resíduos sólidos
3705,Número total de crianças de 4 e 5 anos no município
3737,Total de escolas públicas
3734,Total de alunos da educação básica
3693,Atendimento de transporte escolar na área rural
3723,Número total de escolas da rede municipal
3728,Número total de escolas de ensino médio da rede pública
3873,Total de alunos com idade superior ao ano respectivo (B) - ensino fundamental - anos anos finais - rede pública
3730,Número total de matrículas da educação de jovens e adultos de nível fundamental e médio
3698,Apoio técnico e financeiro para ações da AEE em todos os itens (somar os itens selecionados)
3858,ABA – Número de matrículas que Deixaram de frequentar - ensino fundamental - anos finais - rede pública
3863,REP - Número de matrículas reprovadas - ensino médio - rede pública
3669,"Percentual de docentes da Educação Infantil, na rede pública, adequados à disciplina e etapa de atuação, de acordo com a formação inicial, em relação aos grupos do indicador de Adequação da Formação Docente (Habilitação docente)"
3716,Total de escolas no município
3729,Número total de escolas municipais.
